pair,block,name,token_0_name,token_0_symbol,token_0_id,token_0_decimals,token_1_name,token_1_symbol,token_1_id,token_1_decimals,tx_hash,dex_name,creator,vol
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12376729,USDC-WETH,USD Coin,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,,uniswapv3,,132209090.441264
0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,16266586,WETH-USDT,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,Tether USD,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6,0x151e7360d01ccc21204b281064ce4fd3b9f808cff627e80f16e2f75023ebb03a,uniswapv3,0x611350945b214a8fba2c0270aC04a83C342E79b7,129410263.654434
0xe0554a476a092703abdb3ef35c80e0d76d32939f,13616454,USDC-WETH,USD Coin,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0x9a773c2ab3acc47552e73d553b35e29c8fb0ca9576882f46552254232edb3cfd,uniswapv3,,71996246.725758
0xc555d55279023e732ccd32d812114caf5838fd46,20400507,Neiro-WETH,Neiro,Neiro,0x812ba41e071c7b7fa4ebcfb62df5f45f6fa853ee,9,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0x3e88afbc983be3b6e85e88421239f6b31e0707887dbcc05041aa0526ff64397b,uniswapv2,0xc35dec0a0180ded238d90d969c00692c9cccdfcb,54634781.51206609339826844445170877700
0x202a6012894ae5c288ea824cbc8a9bfb26a49b93,18961223,WETH-weETH,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,Wrapped eETH,weETH,0xcd5fe23c85820f7b72d0926fc9b05b43e359b7ee,18,0x70a06f049d7ada3b4f1051cb65670fdad9b8c06de8c01cd9e0c9306a0ef7668c,uniswapv3,0xeeF7b7205CAF2Bcd71437D9acDE3874C3388c138,45527951.6767025900452011
0x4585fe77225b41b697c938b018e2ac67ac5a20c0,12376387,WBTC-WETH,Wrapped BTC,WBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,8,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xcb2fcbba10febc9dfc29aef3e993ec5581f30eabeb034d2a68ffe8810788784b,uniswapv3,,21042487.018874127590588174
0x109830a1aaad605bbf02a9dfa7b0b92ec2fb7daa,15384250,wstETH-WETH,Wrapped liquid staked Ether 2.0,wstETH,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,18,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xec4d820cfa04bfd072aab4b15c7bae2f1f6d1b7099a566122b07962740e153b8,uniswapv3,,19271522.2024736533519886
0x3416cf6c708da44db2624d63ea0aaef7113527c6,13609065,USDC-USDT,USD Coin,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6,Tether USD,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6,0xf093a630478562d03e3b2476a5b0551609722747d442a462579fa02e1332a941,uniswapv3,,17039644.594452
0xfa45c879fd120d6cc493113ae212a853531f3d91,20406449,WETH-NEIRO,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,Neiro,NEIRO,0xee2a03aa6dacf51c18679c516ad5283d8e7c2637,9,0xafe25d284b38b9651b2f092faa41b685b44077eec190affa3fae6f07985c7db8,uniswapv3,0xd6add847a23ebe3e6a440e43a7b6ae037d1c0688,16848818.87655689268464551
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,12376048,WBTC-USDC,Wrapped BTC,WBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,8,USD Coin,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6,0x2acb44ed240131e3a05eacc0ee870bdf93564f299eb633156a60d81055a352eb,uniswapv3,,13782505.275706
0x435664008f38b0650fbc1c9fc971d0a3bc2f1e47,18634804,USDe-USDT,USDe,USDe,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,18,Tether USD,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6,0xc1086a8b1fe0635d665f19a3b21446b9780085c25fe7fc031cd407c4e7742ea3,uniswapv3,0x796ee28ce42bf7bd43a09acd43fad0aacd7c3b29,12619713.475720
0x3885fbe4cd8aed7b7e9625923927fa1ce30662a3,20400822,WETH-NEIRO,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,Neiro,NEIRO,0xee2a03aa6dacf51c18679c516ad5283d8e7c2637,9,0x36e2829a74045d58c4595c05e24ceb566c27deb7fc1f6767974ad512cb654534,uniswapv2,0xb3529f2f4034e410bbf6fa8ee77412d9f422fcb6,12585877.341543913384922238
0x5ab53ee1d50eef2c1dd3d5402789cd27bb52c1bb,12375644,AAVE-WETH,Aave Token,AAVE,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,18,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xb24cf9a7e1295aa934e4b8dc2dde0b9e2665f0b1a1addda8936c2408575d06b9,uniswapv3,,12362341.8691429377782211709
0xe6ff8b9a37b0fab776134636d9981aa778c4e718,13660296,WBTC-WETH,Wrapped BTC,WBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,8,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0x40731e1ef51ee4be69bc86aa217143a9ac6a281fad963f047c236cbbb78c29f0,uniswapv3,,10503737.04213407046832316
0x68d66f784b49c2f3acf80e549cde65c81a0a1e12,20715803,CATE-WETH,Cate,CATE,0xa00453052a36d43a99ac1ca145dfe4a952ca33b8,9,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xb77c9530b24fac24d49cc0cd928955eaae143cd84d6688860cf4f92307c2f0b9,uniswapv2,0x411aa08ccd060d1101223397b3711b71199e67b5,8161758.092391064812751951923026597
0x9db9e0e53058c89e5b94e29621a205198648425b,12376091,WBTC-USDT,Wrapped BTC,WBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,8,Tether USD,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6,0xcde67a271d99721c52a096426ee6d1212ab60a002ae7ef7bf6803df8739ab3a8,uniswapv3,,8138967.534370
0x11b815efb8f581194ae79006d24e0d814b7697f6,12376751,WETH-USDT,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,Tether USD,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6,0x5399bd3a8fa539a1899af6b3c10a526d07e5c371a0c0bbcfde7c6cbffe88a59f,uniswapv3,,8045036.381860
0x79a6683d82f25535ff3fd2753e03e0961060e882,20401241,Neiro-WETH,Neiro,Neiro,0x812ba41e071c7b7fa4ebcfb62df5f45f6fa853ee,9,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0x9a17c2812bff515b66e028b9030fd69bed62d4cf5e6bef4d29ac249a873e5a50,uniswapv3,0xebdf6794eb27da451ec00cd4c57ec1dcc4d54a16,7640109.4849748249386655
0xbe206379252ed32b85cf8d1f53195c6daac75801,20716915,CATE-WETH,Cate,CATE,0xa00453052a36d43a99ac1ca145dfe4a952ca33b8,9,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xffaf01f2b950c1b61f089530371d15fd2ed768fd8e5956575f34cfdd20f125fa,uniswapv3,0x56dac66db126d5ad9aba4422717d68ac5774f1b8,7635446.163779018976709964467
0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,10093341,WETH-USDT,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,Tether USD,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6,0xe64069acd123ec94b8a3316378183ba8bf42b40979df3b0bb57b0e7b9e47ef38,uniswapv2,,7243340.889698
0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,12375326,WETH-USDT,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,Tether USD,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6,0x2e07c690f149223e4f290986277304ea6a05c6ee47ba303732166bc1b15cbafb,uniswapv3,,7239682.475342
0x6ca298d2983ab03aa1da7679389d955a4efee15c,16954896,WETH-USDT,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,Tether USD,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6,0x0f9ff85fae7b8715e369526e23a756011676beeeb13fc97a8f74bd2064b34a35,pancakev3,0x2015e3179220262c4b15d48698d9b6D4Fbff0d04,7033877.661845
0x7caa81b917dfdc83943bf99a1f3c947f849658d4,20754195,WETH-WLFI,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,World Liberty Financial,WLFI,0xc9bd9b4f5e96644b9c5c525e99f655ff31ce5ce6,9,0xc78c89c22d4784279dece4ce3375c4bd383438747c7630675c90d0b91b9932a2,uniswapv2,0xe8766152131d4ca4b2c27f059dc1f95ce3055924,6277548.66727120012923848037869855187
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,12369821,WBTC-WETH,Wrapped BTC,WBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,8,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xf87d91f3d72a8e912c020c2e316151f3557b1217b44d4f6b6bec126448318530,uniswapv3,,6032282.63140702730093348
0x04c8577958ccc170eb3d2cca76f9d51bc6e42d8f,16954959,USDC-USDT,USD Coin,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6,Tether USD,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6,0xc5de5e1f48f77fe81b9487332bddfe1c559f712d50e316de7e9dae508af51866,pancakev3,0x2015e3179220262c4b15d48698d9b6D4Fbff0d04,5915080.317488
0x9afe7a4e6c6aa2f928b71a512b2e6644d7a7e559,20744306,CATALORIAN-WETH,CATALORIAN,CATALORIAN,0x07bf2cc7e965d061ec3a408980d89f3e322d33b8,18,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0x7ee7d141637bc37b2c0334b66898ccad356e1dfb5b8aec9009a600177f709b1c,uniswapv2,0x11dc5793f78de0913e691fdd274fdb7a70dbd333,5559239.863181371572772132226182148343
0x5777d92f208679db4b9778590fa3cab3ac9e2168,13605124,DAI-USDC,Dai Stablecoin,DAI,0x6b175474e89094c44da98b954eedeac495271d0f,18,USD Coin,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6,0x8ec5ce93f18d7d0c46cf371aba63baab1656b113af7a9e7a7419da9724c9add6,uniswapv3,,4391109.531527
0x2982d3295a0e1a99e6e88ece0e93ffdfc5c761ae,16589396,wTAO-WETH,Wrapped TAO,wTAO,0x77e06c9eccf2e797fd462a92b6d7642ef85b0a44,9,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0x4a678a611947ae815a9564dab3fa649d26017e33ad9b2843c88b41f1653d6369,uniswapv3,0x32fc89eA9895Bf05E4C5086A7a7a48d622a0CafF,4345584.104680967705059147
0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,10008355,USDC-WETH,USD Coin,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xd07cbde817318492092cc7a27b3064a69bd893c01cb593d6029683ffd290ab3a,uniswapv2,,4016868.081898
0xb6045683f1ae149eb3308b32e517b1bacbe93853,20680112,YAWN-WETH,Yawn's World,YAWN,0x88ce174c655b6d11210a069b2c106632dabdb068,18,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xd148f610c9fef8fcdcf7d7b03cc7f7cedcb82712b6c85b62e495e8745eb22875,uniswapv2,0xad2c8f833d7bd1e11dae96882244f00c38e55244,3777341.79480330412358609323010840867
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,12370624,USDC-WETH,USD Coin,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0x89d75075eaef8c21ab215ae54144ba563b850ee7460f89b2a175fd0e267ed330,uniswapv3,,3752818.745893
0xfdd05552f1377aa488afed744c8024358af02041,20649629,WETH-VISTA,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,Ethervista,VISTA,0xc9bca88b04581699fab5aa276ccaff7df957cbbf,18,0x143425dfbfd32b6e5eda3bfdc84a2665c2a1cda8af77e995915d03260a58eccd,ethervista,0xca90d843288e35beeadfce14e5f906e3f1afc7cb,3625266.8359184993239965
0x92ef8e869b0807034046d92a7d3a6ffca088d82e,20757493,FU-WETH,YieldFu,FU,0x30a37486c52177d465a461650e36c0d067a83d61,18,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0x28e0cd25372632ad9cb541b7abab6d62ce61555310ef6220c03cf8b311c0eb0d,uniswapv2,0xdbd9fd9b4186b1e023015b251d338a5aed234df2,3114444.98613197182761644
0xcb62c2d6894736d4216a41f5812bb9771de056d5,18367603,7AΩ∞-WETH,Est. 1905,7AΩ∞,0x622b6330f226bf08427dcad49c9ea9694604bf2d,18,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0x4595d2d640f64434c195508d5e303392445add22e69a1e9e663f89f46cac8497,uniswapv2,0x777Bb858F2a9D43288FcA10538812E5Ff7fE0777,3103341.27830563351
0xff03d5b2cae32a09ef00b5daec5d3149d2b1842b,20717286,WETH-MADA,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,Make America Drill Again,MADA,0xf41a7b7c79840775f70a085c1fc5a762bbc6b180,9,0xc11dd63940866446f4b54f05bcc9f0464a26aa1c716b7706560899f12dfac847,uniswapv2,0x8b65d35f819942efb326626f2ebfc37061874f13,2958439.9828668968602523336
0x30ea22c879628514f1494d4bbfef79d21a6b49a2,17141928,WETH-swETH,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,swETH,swETH,0xf951e335afb289353dc249e82926178eac7ded78,18,0xc521f428e76d70dbfa4f9bef982f61c5aa9806916e5060b65e130e6bc62f9108,uniswapv3,0x0fc59C9C998537c940a9Dfc7DacDe533a9c496Fe,2957718.31790779328392485
0xc2eab7d33d3cb97692ecb231a5d0e4a649cb539d,17731591,Mog-WETH,Mog Coin,Mog,0xaaee1a9723aadb7afa2810263653a34ba2c21c7a,18,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xdb32e45e46546066b3afe1224c59dcbd37696652cabda1ed14c87be368c95958,uniswapv2,0x20e12a9a5c738e265ec81d6f2a8e77785b6aa8b8,2790382.2811017214349833144
0x63a151d042dc870fb1b3f0c72cbbdd53a85898f6,20301373,FIGHT-WETH,Fight to MAGA,FIGHT,0x8802269d1283cdb2a5a329649e5cb4cdcee91ab6,9,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xe57390a3cabfa57cfa907563c3f3819340ccc095e09d4e219ddc5123aa570c88,uniswapv2,0x394f4a231402f219ddf5297a68692d899bbee893,2658715.718414132178505422
0x127452f3f9cdc0389b0bf59ce6131aa3bd763598,13585746,WETH-SOL,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,Wrapped SOL (Wormhole),SOL,0xd31a59c85ae9d8edefec411d448f90841571b89c,9,0xb45fd4af5443704a376a4ef1e1bfbf6445af9ee54a0b0d9f2ee178c9a49e3704,uniswapv3,,2261537.5917949384951709
0xbe80225f09645f172b079394312220637c440a63,19077879,ezETH-WETH,Renzo Restaked ETH,ezETH,0xbf5495efe5db9ce00f80364c8b423567e58d2110,18,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0x931bad354c1b1d8358418285762f9822b1ad59d6a9de43301db6da87aea251f4,uniswapv3,0x5bD789Febcf10fA4525956127737143353B2C725,2073947.374898918051606
0xa6cc3c2531fdaa6ae1a3ca84c2855806728693e8,12375680,LINK-WETH,ChainLink Token,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,18,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xda40ec72e0aafd1aa0521b3eb4b20f4b3ec1f4e6b89da410ddb48afd61ebcf8c,uniswapv3,,2048280.18771917295822656
0x60594a405d53811d3bc4766596efd80fd545a270,12375738,DAI-WETH,Dai Stablecoin,DAI,0x6b175474e89094c44da98b954eedeac495271d0f,18,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xf35783634dec2637b9aba3d1ab38025be8d1571276fe58c2629aab2d015cfd70,uniswapv3,,2022923.380954495888248385
0x308c6fbd6a14881af333649f17f2fde9cd75e2a6,20566704,DOGE-WETH,Department Of Government Efficiency,DOGE,0x1121acc14c63f3c872bfca497d10926a6098aac5,18,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xfac46156b75073fd6a259a1eb1a556befd137b4d489fe97415e902d5c94c24e9,uniswapv2,0x4a422b7739ba007c2c58f7a1f5c1ff1ef82f44bf,1875691.8290825624991033747
0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801,12369739,UNI-WETH,Uniswap,UNI,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,18,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0x37d8f4b1b371fde9e4b1942588d16a1cbf424b7c66e731ec915aca785ca2efcf,uniswapv3,,1744846.2827876468236423859
0x8a0f91ca25f2820b28fb29712d918a664013a322,20759462,RICH-WETH,I JUST NEED TO GET RICH MAN,RICH,0x1d89d47e151b60c6dfe66b85a11c9baf597c47ae,9,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xe524e3de4fef696e6a43460cce2d37b94d4223325d89537d00b7d2a87a17d7c0,uniswapv2,0xf0b28cb56e42ba77a00354a3293343c32d71713a,1732195.2249196615575708
0xea02e0f8f470de1107cb336f827c4192117574bb,11546745,USDT-REEF,Tether USD,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6,Reef.finance,REEF,0xfe3e6a25e6b192a42a44ecddcd13796471735acf,18,0x391d87f51efb2e268ecda090dd213ef5ffd5575dd1552424c3cf00bb94d99fca,uniswapv2,,1713527.893495
0x2fd5dc92689024f80bb81d85f2d8fb28ba17d912,20757860,HACHI-WETH,Hachi The Cat,HACHI,0x8a7b3cf91aa07be07e4e7617dc9cf49d73c13aa8,18,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xb9569945f869e311085df6b31e2d8fc22331973025becec8775c45f1be8d219a,uniswapv2,0x0738e74b358c6128a4df8f4d54b04146f838a84f,1554481.788375451654962465
0x90be0575e0ae2e4d1195cc49b4dfc14ee87ce124,20760260,Z-WETH,GEN Z,Z,0x06d2e1c1bbf803f9dcbbd00ab32d0d1acb8c45d9,18,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xf8412eb33306a48ecbe70b050df4bf5479b628ee037314d31d503a5b2160da08,uniswapv2,0x331cd31f738e4f749af0bf4a229ca324325211c0,1546164.90557443762061965756315
0x8107fca5494375fc743a9fc4d4844353a1af3d94,17177272,TURBO-WETH,Turbo,TURBO,0xa35923162c49cf95e6bf26623385eb431ad920d3,18,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0x8259a4b40e68141274eb156bb14c70b15e1f48a9898c44fa67a3973e974c772d,uniswapv3,0x4B252Ab7fb2080850598dB600C08A4f995250e12,1505375.883740570370893256
0x52c77b0cb827afbad022e6d6caf2c44452edbc39,17924533,WETH-SPX,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,SPX6900,SPX,0xe0f63a424a4439cbe457d80e4f4b51ad25b2c56c,8,0xf09ac8ad7e21d15ded627a176ec718903baae5e5a9ce671a611bd852691b24f9,uniswapv2,0xedA4e6aEd381b28B53Eb08B761c4060B3664B995,1475139.04237937623694605
0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,12561607,WBTC-USDC,Wrapped BTC,WBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,8,USD Coin,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6,0xd0cf4b98ecf2c7a69bd1ee7fc3012a508202d9afdf2d9d41f05b49525bb4a853,uniswapv3,,1434822.426401467158226
0x9d40dd9bc95d0a8632521589de4c353f709e1ac3,20478139,WETH-WLF,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,World Liberty Financial,WLF,0xda0c0d0a0ff8262f3ee9ee8a712b988df897be65,9,0xb63a543d34ea747d8ca10ddccab75d33c8dbad6427f7f3a6085c9bb8f6dc2213,uniswapv2,0xeeff562d9258fd03bb0d0a883f946206304dbed7,1431676.9842538516537084145
0x7c9430d6bcf74c9779d88ea1b7a6d2b53bf0211d,20747023,CAT-WETH,Simons Cat,CAT,0x2187317f8135b6de649171f5fc8820f98ca506e2,18,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xd0e1ae4c00c7c9807800c46d924f6d271394106c6be3cf6cf76ff0b8dd5b66a2,uniswapv2,0x87260f61f4e5aaa7fbbe0e77fcf9c5735acb0e6e,1391610.146140474590182
0x11950d141ecb863f01007add7d1a342041227b58,17083569,PEPE-WETH,Pepe,PEPE,0x6982508145454ce325ddbe47a25d4ec3d2311933,18,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0x8bfa0fdd0bd32d40ad22c5886da8ae4b085a671a813e9e9826099da3cc449856,uniswapv3,0x64FA1334Ffc57126f6d43b242381e9a3d5170636,1335128.73496206310165979778
0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,15142784,DAI-USDT,Dai Stablecoin,DAI,0x6b175474e89094c44da98b954eedeac495271d0f,18,Tether USD,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6,0x3076d95a2587d1da20a00690404ab45306a76a289618a71839fb1411c42d4adf,uniswapv3,,1331876.525741
0x4370e48e610d2e02d3d091a9d79c8eb9a54c5b1c,18489413,wstETH-WETH,Wrapped liquid staked Ether 2.0,wstETH,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,18,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0x686b6483276b48fea563f95b61a796653f01447436538993f6d253d7c81458ac,solidly_v3,0x238f1c0af2f853ab392355516c3b8a0db5b959e5,1327742.604764778539473
0x510100d5143e011db24e2aa38abe85d73d5b2177,17580248,RLB-WETH,Rollbit Coin,RLB,0x046eee2cc3188071c02bfc1745a6b17c656e3f3d,18,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0x0c7408db8f801e160c70efb537cf824ed9a7f65cf6d83b03655c296de4f85e76,uniswapv3,0x8aE57A027c63fcA8070D1Bf38622321dE8004c67,1290546.89009812726404743
0x4548280ac92507c9092a511c7396cbea78fa9e49,20730131,USDC-cbBTC,USD Coin,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6,Coinbase Wrapped BTC,cbBTC,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,8,0x462606686d322d88408b36850fff63bb7cf560170b0e1f701c87c2e7e601e5db,uniswapv3,0x60b97bce4625fc51f913e1151c0191b5e9a95046,1286640.931680
0xb3d8123bd26e01d409474fd91f973e7587c91bcb,20754684,DOGALORIAN-WETH,DOGALORIAN,DOGALORIAN,0x6d4633a0b433876a585a26b66934bb045cb4a7ac,18,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0x73b414820736c18b7d3e67245d2131be48b89c802ce4dc3ab91a1fff384fdcda,uniswapv2,0xb62975a5f497cdf678d7cbefc1c3fda7e5d362e9,1277176.328862231606473482070711258332
0x972aa388b5b37f6a3937de9e68cb3fc5ea2520b1,20749527,CATALORIAN-WETH,CATALORIAN,CATALORIAN,0x07bf2cc7e965d061ec3a408980d89f3e322d33b8,18,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0x0aa9bc6e192e89adeceffc7e27fc35ab9bfda81c8766ee2172334eff9dec1040,uniswapv3,0x11699d29e5d661337346d83d170b2ec75c6f5283,1212875.45299648999659173
0x180efc1349a69390ade25667487a826164c9c6e4,18433941,BEAM-WETH,Beam,BEAM,0x62d0a8458ed7719fdaf978fe5929c6d342b0bfce,18,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0x9facdccd0be4b7bd93ad1406094202f34b9f092a38a024566e65d0e2bd51b4e7,uniswapv2,0xc4218226a5406aa721eaebc2d9da9564aedd7777,1202874.2120516249921962
0x04708077eca6bb527a5bbbd6358ffb043a9c1c14,19219405,WETH-mETH,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,mETH,mETH,0xd5f7838f5c461feff7fe49ea5ebaf7728bb0adfa,18,0xf61dbef7e8fa2d1a1ccebaa10e2da6e1bee26b33b40658d44b611e82af75a28a,uniswapv3,0x3Dc5FcB0Ad5835C6059112e51A75b57DBA668eB8,1185389.23692075844016
0x709b9a45ddc1b60186262b4cc95d1906f591c6ce,20740214,LICKER-WETH,Licker,LICKER,0x1b3be8fcd2e7c5ce9c5c242e0066fdd9740220d0,9,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0x9d40c501d9692f7acd526494df7afea4cfa529cf00faa9794f1a4f384520af6f,uniswapv2,0x729a613fd17df07144b5db5400eb2d68b60a260e,1133404.595949858213607472
0xe4b8583ccb95b25737c016ac88e539d0605949e8,17894624,TRUMP-WETH,MAGA,TRUMP,0x576e2bed8f7b46d34016198911cdf9886f78bea7,9,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0x49138f5708675a12e7eb620a5e54060612c532051608291dcf99f6881ca223c3,uniswapv2,0x8885d8FFefb29AC94FCe584014266A6fE8437356,1125751.1837203968457178
0x177622e79acece98c39f6e12fa78ac7fc8a8bf62,15694730,cbETH-WETH,Coinbase Wrapped Staked ETH,cbETH,0xbe9895146f7af43049ca1c1ae358b0541ea49704,18,Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0x07df0e06cb37d25e18eed3f84260ca84b0968b32d49a1c379c4f1b816602f7e3,uniswapv3,0x348B3ccAC1F8B763b19E91f5fBA71B85Dc305655,1088315.282660928224184364
